"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_id_clean","expression_status","gene_symbol","gene_biotype"
"ENSG00000203531.3",0.619417275639634,1.44696579820463,1.29429676254574,1.11795520167926,0.263586126897315,NA,"ENSG00000203531","Not-Significant","AC016712.1","processed_pseudogene"
"ENSG00000174028.6",182.906827462342,-0.304013662344104,0.271983010012875,-1.11776710732671,0.263666473160109,0.42960120161988,"ENSG00000174028","Not-Significant","FAM3C2","processed_pseudogene"
"ENSG00000229401.1",1.31995154151714,-1.36225750258792,1.21915103310559,-1.11738206800989,0.263830998996843,0.429801871563953,"ENSG00000229401","Not-Significant","MIR5689HG","lincRNA"
"ENSG00000275709.1",2.06100938745206,-0.746166791002109,0.667832218100348,-1.11729678619667,0.26386744916865,0.42980770018043,"ENSG00000275709","Not-Significant","RP11-96O20.5","lincRNA"
"ENSG00000253523.1",1.09016660901027,-1.40615207111948,1.25853634150124,-1.11729159083492,0.263869669822657,0.42980770018043,"ENSG00000253523","Not-Significant","RP11-1112C15.2","lincRNA"
"ENSG00000269318.1",13.1431190505268,-0.312208479228554,0.279434303707336,-1.11728758812499,0.263871380710172,0.42980770018043,"ENSG00000269318","Not-Significant","AC007292.3","antisense"
"ENSG00000226649.1",0.685156529696082,-1.43060800123802,1.28049427131942,-1.11723108277862,0.263895533736731,NA,"ENSG00000226649","Not-Significant","AC019118.4","lincRNA"
"ENSG00000254688.1",1.59435932413345,-1.47253499493154,1.31807688616603,-1.11718444529802,0.263915469924796,0.429859529930973,"ENSG00000254688","Not-Significant","RP11-47J17.3","antisense"
"ENSG00000235962.5",5.19212217266455,0.552316569918042,0.494509307394512,1.11689822953608,0.264037841720006,0.430018863176851,"ENSG00000235962","Not-Significant","RP11-462L8.2","processed_pseudogene"
"ENSG00000233068.3",0.489782704310531,-1.72368338274299,1.54341291141672,-1.11679989845413,0.264079892288406,NA,"ENSG00000233068","Not-Significant","RP1-140K8.1","lincRNA"
